index,probability,posterior,mutant,salt,hmgb1,n_muts
0,1e-05,0.3509428394180121,12HeptA4T,Ca,80,1.0
1,0.005035025125628141,0.22870092828153923,12HeptA4T,Ca,80,1.0
2,0.010060050251256282,0.14871605700987722,12HeptA4T,Ca,80,1.0
3,0.015085075376884423,0.09649317716467373,12HeptA4T,Ca,80,1.0
4,0.020110100502512565,0.06247042045228088,12HeptA4T,Ca,80,1.0
5,0.025135125628140707,0.040353522348049745,12HeptA4T,Ca,80,1.0
6,0.030160150753768846,0.026008040494636814,12HeptA4T,Ca,80,1.0
7,0.03518517587939699,0.01672410129282787,12HeptA4T,Ca,80,1.0
8,0.040210201005025134,0.010729427974539565,12HeptA4T,Ca,80,1.0
9,0.045235226130653276,0.006867496677274193,12HeptA4T,Ca,80,1.0
10,0.05026025125628142,0.004385284535173092,12HeptA4T,Ca,80,1.0
11,0.05528527638190956,0.0027935964978595953,12HeptA4T,Ca,80,1.0
12,0.060310301507537696,0.0017753547046764425,12HeptA4T,Ca,80,1.0
13,0.06533532663316584,0.0011255141266830497,12HeptA4T,Ca,80,1.0
14,0.07036035175879397,0.0007117864904975777,12HeptA4T,Ca,80,1.0
15,0.07538537688442212,0.0004490243993714537,12HeptA4T,Ca,80,1.0
16,0.08041040201005026,0.0002825529159420971,12HeptA4T,Ca,80,1.0
17,0.0854354271356784,0.00017734843110017893,12HeptA4T,Ca,80,1.0
18,0.09046045226130654,0.00011103003227227777,12HeptA4T,Ca,80,1.0
19,0.09548547738693468,6.93308924720585e-05,12HeptA4T,Ca,80,1.0
20,0.10051050251256283,4.317911832888032e-05,12HeptA4T,Ca,80,1.0
21,0.10553552763819096,2.6820609243598747e-05,12HeptA4T,Ca,80,1.0
22,0.11056055276381911,1.661492614019006e-05,12HeptA4T,Ca,80,1.0
23,0.11558557788944725,1.0264785928729386e-05,12HeptA4T,Ca,80,1.0
24,0.12061060301507538,6.324259122414568e-06,12HeptA4T,Ca,80,1.0
25,0.12563562814070353,3.885653177517839e-06,12HeptA4T,Ca,80,1.0
26,0.1306606532663317,2.3806696558261744e-06,12HeptA4T,Ca,80,1.0
27,0.13568567839195983,1.4544567999496373e-06,12HeptA4T,Ca,80,1.0
28,0.14071070351758797,8.860428396771466e-07,12HeptA4T,Ca,80,1.0
29,0.1457357286432161,5.382030829430306e-07,12HeptA4T,Ca,80,1.0
30,0.15076075376884426,3.2595700081799185e-07,12HeptA4T,Ca,80,1.0
31,0.1557857788944724,1.9682576816894037e-07,12HeptA4T,Ca,80,1.0
32,0.16081080402010053,1.1849381286165233e-07,12HeptA4T,Ca,80,1.0
33,0.16583582914572867,7.11190194363239e-08,12HeptA4T,Ca,80,1.0
34,0.1708608542713568,4.255359118184693e-08,12HeptA4T,Ca,80,1.0
35,0.17588587939698497,2.538228741861628e-08,12HeptA4T,Ca,80,1.0
36,0.1809109045226131,1.509220848428726e-08,12HeptA4T,Ca,80,1.0
37,0.18593592964824124,8.945104936555916e-09,12HeptA4T,Ca,80,1.0
38,0.19096095477386937,5.284592241886326e-09,12HeptA4T,Ca,80,1.0
39,0.19598597989949754,3.111812332777672e-09,12HeptA4T,Ca,80,1.0
